date,symbol,y_1,y_5,y_21,MA1.close-to-close,MA5.close-to-close,MA20.close-to-close,MA1.neg_ret_cc,MA5.neg_ret_cc,MA1.SPY.close-to-close,MA5.SPY.close-to-close,MA20.SPY.close-to-close
2010-04-19,SPY,5.973822,8.629563,26.651081,25.464464,9.680616,7.813388,1.60411,0.031823,,,
2010-04-20,SPY,14.114325,8.634048,27.038654,5.973822,10.371366,7.709267,-0.376315,-0.01169,,,
2010-04-21,SPY,2.891993,17.984581,26.935409,14.114325,12.955396,7.99178,-0.889119,-0.174469,,,
2010-04-22,SPY,4.729771,18.725308,30.048326,2.891993,9.951032,7.580065,0.182178,0.087659,,,
2010-04-23,SPY,10.330138,20.558969,30.447372,4.729771,10.634875,7.430319,-0.297948,0.044581,,,
2010-04-26,SPY,6.006133,23.427187,30.691575,10.330138,7.60801,7.817602,-0.650737,-0.406388,,,
2010-04-27,SPY,37.996131,25.004181,30.665619,6.006133,7.614472,8.070257,0.378351,-0.255455,,,
2010-04-28,SPY,12.013481,24.936372,29.59765,37.996131,12.390833,9.467803,2.393531,0.401075,,,
2010-04-29,SPY,19.558654,24.71745,31.613737,12.013481,14.215131,10.014375,-0.756778,0.213284,,,
2010-04-30,SPY,27.15734,33.308302,31.628322,19.558654,17.180907,10.721432,-1.232079,0.026457,,,
2010-05-03,SPY,20.443916,32.789352,31.619219,27.15734,20.546348,11.538469,1.710752,0.498755,,,
2010-05-04,SPY,37.77266,43.905923,32.544912,20.443916,23.433904,11.916406,-1.287846,0.165516,,,
2010-05-05,SPY,9.485356,40.576514,31.506322,37.77266,23.38921,13.618182,2.379454,0.1627,,,
2010-05-06,SPY,53.618974,41.541325,33.791954,9.485356,22.883585,13.637823,0.597521,0.43356,,,
2010-05-07,SPY,23.79105,35.065027,31.997362,53.618974,29.695649,16.044332,3.377678,1.355512,,,
2010-05-10,SPY,68.417074,35.841212,31.788398,23.79105,29.022391,16.714341,1.498695,1.313101,,,
2010-05-11,SPY,4.515651,18.66958,28.125608,68.417074,38.617023,20.009191,-4.309871,0.708696,,,
2010-05-12,SPY,22.047968,20.952539,29.827722,4.515651,31.965621,20.175265,0.284459,0.289697,,,
2010-05-13,SPY,19.858668,18.926817,29.484921,22.047968,34.478143,20.381973,-1.388891,-0.107586,,,
2010-05-14,SPY,29.003375,32.031915,29.169673,19.858668,27.726082,21.309378,1.250978,-0.532926,,,
2010-05-17,SPY,0.836488,31.043017,29.520631,29.003375,28.768547,21.486324,1.827041,-0.467257,,,
2010-05-18,SPY,21.74096,32.36632,29.520325,0.836488,15.25243,21.229457,-0.052694,0.384179,,,
2010-05-19,SPY,9.065899,30.879939,29.141912,21.74096,18.697492,21.610789,1.369552,0.601197,,,
2010-05-20,SPY,61.102067,30.912208,29.077109,9.065899,16.101078,21.919484,0.571098,0.993195,,,
2010-05-21,SPY,23.007007,27.496333,25.858883,61.102067,24.349758,24.738099,3.849068,1.512813,,,
2010-05-24,SPY,20.499968,27.028985,26.014563,23.007007,23.150484,25.371942,-1.449305,0.857544,,,
2010-05-25,SPY,1.621477,28.135427,25.649661,20.499968,27.08318,26.096634,1.291377,1.126358,,,
2010-05-26,SPY,9.600012,33.528073,26.292253,1.621477,23.059284,24.277902,-0.102143,0.832019,,,
2010-05-27,SPY,52.305651,33.341536,26.248641,9.600012,23.166106,24.157228,0.604744,0.838748,,,
2010-05-28,SPY,20.047718,34.775236,23.662343,52.305651,21.406823,25.794578,-3.294946,-0.590055,,,
2010-06-01,SPY,26.933802,34.757167,25.666995,20.047718,20.814965,25.439097,1.262888,-0.047616,,,
2010-06-02,SPY,40.807799,33.46933,25.202901,26.933802,22.101732,25.763591,1.69667,0.033442,,,
2010-06-03,SPY,5.458188,28.31289,23.627963,40.807799,29.938996,25.915348,-2.57065,-0.460259,,,
2010-06-04,SPY,56.78183,34.843092,23.673713,5.458188,29.110631,25.71399,-0.343834,-0.649974,,,
2010-06-07,SPY,19.890431,24.104606,20.298641,56.78183,30.005867,25.872132,3.576919,0.724399,,,
2010-06-08,SPY,16.914682,22.430302,22.551945,19.890431,29.97441,25.677102,1.252979,0.722417,,,
2010-06-09,SPY,8.508529,26.469743,22.50785,16.914682,27.970586,23.101982,-1.065525,0.169978,,,
2010-06-10,SPY,45.737274,26.196037,22.578575,8.508529,21.510732,23.301626,0.535987,0.791305,,,
